timestamp,event_type,state,relay,current,temperature,description
2026-04-24T10:35:59.902123,ANOMALY_DETECTED,CRITICAL,?,10.68,35.36,Rate-of-change spike detected

2026-04-24T10:35:59.902201,STATE_CHANGE,CRITICAL,OFF,10.68,35.36,State transition: WARNING to CRITICAL

2026-04-24T10:35:59.902353,SMS_SENT,CRITICAL,OFF,10.68,35.36,SMS alert triggered

2026-04-24T10:36:00.104721,LOCKOUT_ACTIVE,CRITICAL,OFF,13.29,35.40,Lockout active; manual reset required

2026-04-24T10:36:00.104824,ANOMALY_DETECTED,CRITICAL,?,13.29,35.40,Rate-of-change spike detected

2026-04-24T10:36:00.306872,LOCKOUT_ACTIVE,CRITICAL,OFF,15.75,35.43,Lockout active; manual reset required

2026-04-24T10:36:00.306986,ANOMALY_DETECTED,CRITICAL,?,15.75,35.43,Rate-of-change spike detected

2026-04-24T10:36:00.307064,HARDWARE_OVERRIDE_DETECTED,CRITICAL,?,15.75,35.43,I=15.75A (>15A) or T=35.43°C (>75°C)

2026-04-24T10:36:00.510449,LOCKOUT_ACTIVE,CRITICAL,OFF,15.77,35.48,Lockout active; manual reset required

2026-04-24T10:36:00.510552,ANOMALY_DETECTED,CRITICAL,?,15.77,35.48,Rate-of-change spike detected

2026-04-24T10:36:00.510617,HARDWARE_OVERRIDE_DETECTED,CRITICAL,?,15.77,35.48,I=15.77A (>15A) or T=35.48°C (>75°C)

2026-04-24T10:36:00.713735,LOCKOUT_ACTIVE,CRITICAL,OFF,15.79,35.53,Lockout active; manual reset required

2026-04-24T10:36:00.713906,ANOMALY_DETECTED,CRITICAL,?,15.79,35.53,Rate-of-change spike detected

2026-04-24T10:36:00.714005,HARDWARE_OVERRIDE_DETECTED,CRITICAL,?,15.79,35.53,I=15.79A (>15A) or T=35.53°C (>75°C)

2026-04-24T10:36:24.147433,STATE_CHANGE,WARNING,ON,5.13,35.46,State transition: SAFE to WARNING

2026-04-24T10:36:37.663809,STATE_CHANGE,CRITICAL,OFF,10.13,35.70,State transition: WARNING to CRITICAL

2026-04-24T10:36:37.664040,SMS_SENT,CRITICAL,OFF,10.13,35.70,SMS alert triggered

2026-04-24T10:36:38.166226,LOCKOUT_ACTIVE,CRITICAL,OFF,10.33,35.73,Lockout active; manual reset required

2026-04-24T10:36:38.667438,LOCKOUT_ACTIVE,CRITICAL,OFF,10.54,35.75,Lockout active; manual reset required

2026-04-24T10:36:39.168850,LOCKOUT_ACTIVE,CRITICAL,OFF,10.74,35.77,Lockout active; manual reset required

2026-04-24T10:36:39.875728,ANOMALY_DETECTED,WARNING,?,5.51,35.30,Rate-of-change spike detected

2026-04-24T10:36:39.875800,STATE_CHANGE,WARNING,ON,5.51,35.30,State transition: SAFE to WARNING

2026-04-24T10:36:40.078489,ANOMALY_DETECTED,WARNING,?,8.10,35.34,Rate-of-change spike detected

2026-04-24T10:36:40.279748,ANOMALY_DETECTED,CRITICAL,?,10.68,35.36,Rate-of-change spike detected

2026-04-24T10:36:40.279817,STATE_CHANGE,CRITICAL,OFF,10.68,35.36,State transition: WARNING to CRITICAL

2026-04-24T10:36:40.279961,SMS_SENT,CRITICAL,OFF,10.68,35.36,SMS alert triggered

2026-04-24T10:36:40.482493,LOCKOUT_ACTIVE,CRITICAL,OFF,13.28,35.40,Lockout active; manual reset required

2026-04-24T10:36:40.482762,ANOMALY_DETECTED,CRITICAL,?,13.28,35.40,Rate-of-change spike detected

2026-04-24T10:36:40.685207,LOCKOUT_ACTIVE,CRITICAL,OFF,15.75,35.44,Lockout active; manual reset required

2026-04-24T10:36:40.685302,ANOMALY_DETECTED,CRITICAL,?,15.75,35.44,Rate-of-change spike detected

2026-04-24T10:36:40.685362,HARDWARE_OVERRIDE_DETECTED,CRITICAL,?,15.75,35.44,I=15.75A (>15A) or T=35.44°C (>75°C)

2026-04-24T10:36:40.888476,LOCKOUT_ACTIVE,CRITICAL,OFF,15.77,35.48,Lockout active; manual reset required

2026-04-24T10:36:40.888595,ANOMALY_DETECTED,CRITICAL,?,15.77,35.48,Rate-of-change spike detected

2026-04-24T10:36:40.888657,HARDWARE_OVERRIDE_DETECTED,CRITICAL,?,15.77,35.48,I=15.77A (>15A) or T=35.48°C (>75°C)

2026-04-24T10:36:41.091093,LOCKOUT_ACTIVE,CRITICAL,OFF,15.79,35.52,Lockout active; manual reset required

2026-04-24T10:36:41.091189,ANOMALY_DETECTED,CRITICAL,?,15.79,35.52,Rate-of-change spike detected

2026-04-24T10:36:41.091247,HARDWARE_OVERRIDE_DETECTED,CRITICAL,?,15.79,35.52,I=15.79A (>15A) or T=35.52°C (>75°C)

2026-04-24T10:37:23.959906,STATE_CHANGE,WARNING,ON,5.12,35.45,State transition: SAFE to WARNING

2026-04-24T10:37:37.186075,STATE_CHANGE,CRITICAL,OFF,10.05,35.83,State transition: WARNING to CRITICAL

2026-04-24T10:37:37.186455,SMS_SENT,CRITICAL,OFF,10.05,35.83,SMS alert triggered

2026-04-24T10:37:37.688994,LOCKOUT_ACTIVE,CRITICAL,OFF,10.26,35.87,Lockout active; manual reset required

2026-04-24T10:37:38.190491,LOCKOUT_ACTIVE,CRITICAL,OFF,10.46,35.89,Lockout active; manual reset required

2026-04-24T10:37:38.691969,LOCKOUT_ACTIVE,CRITICAL,OFF,10.67,35.91,Lockout active; manual reset required

2026-04-24T10:37:39.193037,LOCKOUT_ACTIVE,CRITICAL,OFF,10.88,35.93,Lockout active; manual reset required

2026-04-24T10:37:39.900065,ANOMALY_DETECTED,WARNING,?,5.51,35.30,Rate-of-change spike detected

2026-04-24T10:37:39.900173,STATE_CHANGE,WARNING,ON,5.51,35.30,State transition: SAFE to WARNING

2026-04-24T10:37:40.102261,ANOMALY_DETECTED,WARNING,?,8.09,35.33,Rate-of-change spike detected

2026-04-24T10:37:40.303742,ANOMALY_DETECTED,CRITICAL,?,10.67,35.35,Rate-of-change spike detected

2026-04-24T10:37:40.303836,STATE_CHANGE,CRITICAL,OFF,10.67,35.35,State transition: WARNING to CRITICAL

2026-04-24T10:37:40.304001,SMS_SENT,CRITICAL,OFF,10.67,35.35,SMS alert triggered

2026-04-24T10:37:40.507318,LOCKOUT_ACTIVE,CRITICAL,OFF,13.29,35.41,Lockout active; manual reset required

2026-04-24T10:37:40.507428,ANOMALY_DETECTED,CRITICAL,?,13.29,35.41,Rate-of-change spike detected

2026-04-24T10:37:40.710029,LOCKOUT_ACTIVE,CRITICAL,OFF,15.75,35.45,Lockout active; manual reset required

2026-04-24T10:37:40.710187,ANOMALY_DETECTED,CRITICAL,?,15.75,35.45,Rate-of-change spike detected

2026-04-24T10:37:40.710268,HARDWARE_OVERRIDE_DETECTED,CRITICAL,?,15.75,35.45,I=15.75A (>15A) or T=35.45°C (>75°C)

2026-04-24T10:37:40.915007,LOCKOUT_ACTIVE,CRITICAL,OFF,15.78,35.52,Lockout active; manual reset required

2026-04-24T10:37:40.915192,ANOMALY_DETECTED,CRITICAL,?,15.78,35.52,Rate-of-change spike detected

2026-04-24T10:37:40.915323,HARDWARE_OVERRIDE_DETECTED,CRITICAL,?,15.78,35.52,I=15.78A (>15A) or T=35.52°C (>75°C)

2026-04-24T10:37:41.120308,LOCKOUT_ACTIVE,CRITICAL,OFF,15.82,35.59,Lockout active; manual reset required

2026-04-24T10:37:41.120504,ANOMALY_DETECTED,CRITICAL,?,15.82,35.59,Rate-of-change spike detected

2026-04-24T10:37:41.120654,HARDWARE_OVERRIDE_DETECTED,CRITICAL,?,15.82,35.59,I=15.82A (>15A) or T=35.59°C (>75°C)

2026-04-24T10:37:41.632992,ANOMALY_DETECTED,SAFE,?,2.94,39.49,Rate-of-change spike detected

2026-04-24T10:37:41.935398,ANOMALY_DETECTED,WARNING,?,2.94,44.71,Rate-of-change spike detected

2026-04-24T10:37:41.935541,STATE_CHANGE,WARNING,ON,2.94,44.71,State transition: SAFE to WARNING

2026-04-24T10:37:42.238044,ANOMALY_DETECTED,WARNING,?,2.95,49.97,Rate-of-change spike detected

2026-04-24T10:37:42.540295,ANOMALY_DETECTED,WARNING,?,2.95,55.22,Rate-of-change spike detected

2026-04-24T10:37:42.841599,ANOMALY_DETECTED,CRITICAL,?,2.95,60.43,Rate-of-change spike detected

2026-04-24T10:37:42.841727,STATE_CHANGE,CRITICAL,OFF,2.95,60.43,State transition: WARNING to CRITICAL

2026-04-24T10:37:42.842021,SMS_SENT,CRITICAL,OFF,2.95,60.43,SMS alert triggered

2026-04-24T10:37:43.145278,LOCKOUT_ACTIVE,CRITICAL,OFF,2.96,65.76,Lockout active; manual reset required

2026-04-24T10:37:43.145403,ANOMALY_DETECTED,CRITICAL,?,2.96,65.76,Rate-of-change spike detected

2026-04-24T10:37:43.447894,LOCKOUT_ACTIVE,CRITICAL,OFF,2.96,69.05,Lockout active; manual reset required

2026-04-24T10:37:43.448019,ANOMALY_DETECTED,CRITICAL,?,2.96,69.05,Rate-of-change spike detected

2026-04-24T10:37:43.750305,LOCKOUT_ACTIVE,CRITICAL,OFF,2.96,69.12,Lockout active; manual reset required

2026-04-24T10:37:43.750496,ANOMALY_DETECTED,CRITICAL,?,2.96,69.12,Rate-of-change spike detected

2026-04-24T10:37:44.053196,LOCKOUT_ACTIVE,CRITICAL,OFF,2.97,69.20,Lockout active; manual reset required

2026-04-24T10:37:44.053306,ANOMALY_DETECTED,CRITICAL,?,2.97,69.20,Rate-of-change spike detected

2026-04-24T10:37:44.355682,LOCKOUT_ACTIVE,CRITICAL,OFF,2.97,69.27,Lockout active; manual reset required

2026-04-24T10:37:44.658278,LOCKOUT_ACTIVE,CRITICAL,OFF,2.97,69.34,Lockout active; manual reset required

2026-04-24T10:38:07.688519,STATE_CHANGE,WARNING,ON,5.00,35.48,State transition: SAFE to WARNING

2026-04-24T10:38:21.718400,STATE_CHANGE,CRITICAL,OFF,10.19,35.91,State transition: WARNING to CRITICAL

2026-04-24T10:38:21.718658,SMS_SENT,CRITICAL,OFF,10.19,35.91,SMS alert triggered

2026-04-24T10:38:22.220777,LOCKOUT_ACTIVE,CRITICAL,OFF,10.40,35.94,Lockout active; manual reset required

2026-04-24T10:38:22.722751,LOCKOUT_ACTIVE,CRITICAL,OFF,10.61,35.97,Lockout active; manual reset required

2026-04-24T10:38:23.224894,LOCKOUT_ACTIVE,CRITICAL,OFF,10.82,36.00,Lockout active; manual reset required

2026-04-24T10:38:23.931185,ANOMALY_DETECTED,WARNING,?,5.51,35.30,Rate-of-change spike detected

2026-04-24T10:38:23.931254,STATE_CHANGE,WARNING,ON,5.51,35.30,State transition: SAFE to WARNING

2026-04-24T10:38:24.133015,ANOMALY_DETECTED,WARNING,?,8.09,35.32,Rate-of-change spike detected

2026-04-24T10:38:24.333930,ANOMALY_DETECTED,CRITICAL,?,10.65,35.34,Rate-of-change spike detected

2026-04-24T10:38:24.334001,STATE_CHANGE,CRITICAL,OFF,10.65,35.34,State transition: WARNING to CRITICAL

2026-04-24T10:38:24.334163,SMS_SENT,CRITICAL,OFF,10.65,35.34,SMS alert triggered

2026-04-24T10:38:24.536314,LOCKOUT_ACTIVE,CRITICAL,OFF,13.25,35.37,Lockout active; manual reset required

2026-04-24T10:38:24.536413,ANOMALY_DETECTED,CRITICAL,?,13.25,35.37,Rate-of-change spike detected

2026-04-24T10:38:24.738788,LOCKOUT_ACTIVE,CRITICAL,OFF,15.74,35.41,Lockout active; manual reset required

2026-04-24T10:38:24.738887,ANOMALY_DETECTED,CRITICAL,?,15.74,35.41,Rate-of-change spike detected

2026-04-24T10:38:24.738948,HARDWARE_OVERRIDE_DETECTED,CRITICAL,?,15.74,35.41,I=15.74A (>15A) or T=35.41°C (>75°C)

2026-04-24T10:38:24.942790,LOCKOUT_ACTIVE,CRITICAL,OFF,15.76,35.47,Lockout active; manual reset required

2026-04-24T10:38:24.942890,ANOMALY_DETECTED,CRITICAL,?,15.76,35.47,Rate-of-change spike detected

2026-04-24T10:38:24.942952,HARDWARE_OVERRIDE_DETECTED,CRITICAL,?,15.76,35.47,I=15.76A (>15A) or T=35.47°C (>75°C)

2026-04-24T10:38:25.145063,LOCKOUT_ACTIVE,CRITICAL,OFF,15.78,35.50,Lockout active; manual reset required

2026-04-24T10:38:25.145157,ANOMALY_DETECTED,CRITICAL,?,15.78,35.50,Rate-of-change spike detected

2026-04-24T10:38:25.145216,HARDWARE_OVERRIDE_DETECTED,CRITICAL,?,15.78,35.50,I=15.78A (>15A) or T=35.50°C (>75°C)

2026-04-24T10:38:25.653676,ANOMALY_DETECTED,SAFE,?,2.94,39.50,Rate-of-change spike detected

2026-04-24T10:38:25.954610,ANOMALY_DETECTED,WARNING,?,2.94,44.69,Rate-of-change spike detected

2026-04-24T10:38:25.954682,STATE_CHANGE,WARNING,ON,2.94,44.69,State transition: SAFE to WARNING

2026-04-24T10:38:26.256972,ANOMALY_DETECTED,WARNING,?,2.95,49.92,Rate-of-change spike detected

2026-04-24T10:38:26.557940,ANOMALY_DETECTED,WARNING,?,2.95,55.12,Rate-of-change spike detected

2026-04-24T10:38:26.859223,ANOMALY_DETECTED,CRITICAL,?,2.95,60.33,Rate-of-change spike detected

2026-04-24T10:38:26.859292,STATE_CHANGE,CRITICAL,OFF,2.95,60.33,State transition: WARNING to CRITICAL

2026-04-24T10:38:26.859443,SMS_SENT,CRITICAL,OFF,2.95,60.33,SMS alert triggered

2026-04-24T10:38:27.161955,LOCKOUT_ACTIVE,CRITICAL,OFF,2.95,65.61,Lockout active; manual reset required

2026-04-24T10:38:27.162114,ANOMALY_DETECTED,CRITICAL,?,2.95,65.61,Rate-of-change spike detected

2026-04-24T10:38:27.504247,LOCKOUT_ACTIVE,CRITICAL,OFF,3.00,70.06,Lockout active; manual reset required

2026-04-24T10:38:27.504416,ANOMALY_DETECTED,CRITICAL,?,3.00,70.06,Rate-of-change spike detected

2026-04-24T10:38:27.816341,LOCKOUT_ACTIVE,CRITICAL,OFF,3.02,70.40,Lockout active; manual reset required

2026-04-24T10:38:27.816480,ANOMALY_DETECTED,CRITICAL,?,3.02,70.40,Rate-of-change spike detected

2026-04-24T10:38:28.119790,LOCKOUT_ACTIVE,CRITICAL,OFF,3.02,70.50,Lockout active; manual reset required

2026-04-24T10:38:28.119925,ANOMALY_DETECTED,CRITICAL,?,3.02,70.50,Rate-of-change spike detected

2026-04-24T10:38:28.422816,LOCKOUT_ACTIVE,CRITICAL,OFF,3.03,70.58,Lockout active; manual reset required

2026-04-24T10:38:28.724336,LOCKOUT_ACTIVE,CRITICAL,OFF,3.03,70.62,Lockout active; manual reset required

2026-04-24T10:40:29.380354,STATE_CHANGE,WARNING,ON,5.13,35.48,State transition: SAFE to WARNING

2026-04-24T10:40:42.971870,STATE_CHANGE,CRITICAL,OFF,10.06,35.36,State transition: WARNING to CRITICAL

2026-04-24T10:40:42.972332,SMS_SENT,CRITICAL,OFF,10.06,35.36,SMS alert triggered

2026-04-24T10:40:43.476065,LOCKOUT_ACTIVE,CRITICAL,OFF,10.28,35.42,Lockout active; manual reset required

2026-04-24T10:40:43.977940,LOCKOUT_ACTIVE,CRITICAL,OFF,10.48,35.45,Lockout active; manual reset required

2026-04-24T10:40:44.479518,LOCKOUT_ACTIVE,CRITICAL,OFF,10.69,35.47,Lockout active; manual reset required

2026-04-24T10:40:45.187741,ANOMALY_DETECTED,WARNING,?,5.51,35.30,Rate-of-change spike detected

2026-04-24T10:40:45.187858,STATE_CHANGE,WARNING,ON,5.51,35.30,State transition: SAFE to WARNING

2026-04-24T10:40:45.390282,ANOMALY_DETECTED,WARNING,?,8.10,35.34,Rate-of-change spike detected

2026-04-24T10:40:45.592078,ANOMALY_DETECTED,CRITICAL,?,10.68,35.36,Rate-of-change spike detected

2026-04-24T10:40:45.592197,STATE_CHANGE,CRITICAL,OFF,10.68,35.36,State transition: WARNING to CRITICAL

2026-04-24T10:40:45.592501,SMS_SENT,CRITICAL,OFF,10.68,35.36,SMS alert triggered

2026-04-24T10:40:45.796033,LOCKOUT_ACTIVE,CRITICAL,OFF,13.31,35.42,Lockout active; manual reset required

2026-04-24T10:40:45.796166,ANOMALY_DETECTED,CRITICAL,?,13.31,35.42,Rate-of-change spike detected

2026-04-24T10:40:45.998706,LOCKOUT_ACTIVE,CRITICAL,OFF,15.76,35.46,Lockout active; manual reset required

2026-04-24T10:40:45.998903,ANOMALY_DETECTED,CRITICAL,?,15.76,35.46,Rate-of-change spike detected

2026-04-24T10:40:45.999046,HARDWARE_OVERRIDE_DETECTED,CRITICAL,?,15.76,35.46,I=15.76A (>15A) or T=35.46°C (>75°C)

2026-04-24T10:40:46.205844,LOCKOUT_ACTIVE,CRITICAL,OFF,15.80,35.56,Lockout active; manual reset required

2026-04-24T10:40:46.206058,ANOMALY_DETECTED,CRITICAL,?,15.80,35.56,Rate-of-change spike detected

2026-04-24T10:40:46.206210,HARDWARE_OVERRIDE_DETECTED,CRITICAL,?,15.80,35.56,I=15.80A (>15A) or T=35.56°C (>75°C)

2026-04-24T10:40:46.409558,LOCKOUT_ACTIVE,CRITICAL,OFF,15.83,35.61,Lockout active; manual reset required

2026-04-24T10:40:46.409774,ANOMALY_DETECTED,CRITICAL,?,15.83,35.61,Rate-of-change spike detected

2026-04-24T10:40:46.409871,HARDWARE_OVERRIDE_DETECTED,CRITICAL,?,15.83,35.61,I=15.83A (>15A) or T=35.61°C (>75°C)

2026-04-24T10:40:46.919648,ANOMALY_DETECTED,SAFE,?,2.94,39.50,Rate-of-change spike detected

2026-04-24T10:40:47.221332,ANOMALY_DETECTED,WARNING,?,2.94,44.71,Rate-of-change spike detected

2026-04-24T10:40:47.221426,STATE_CHANGE,WARNING,ON,2.94,44.71,State transition: SAFE to WARNING

2026-04-24T10:40:47.523984,ANOMALY_DETECTED,WARNING,?,2.95,49.95,Rate-of-change spike detected

2026-04-24T10:40:47.825823,ANOMALY_DETECTED,WARNING,?,2.95,55.19,Rate-of-change spike detected

2026-04-24T10:40:48.127628,ANOMALY_DETECTED,CRITICAL,?,2.95,60.42,Rate-of-change spike detected

2026-04-24T10:40:48.127717,STATE_CHANGE,CRITICAL,OFF,2.95,60.42,State transition: WARNING to CRITICAL

2026-04-24T10:40:48.127891,SMS_SENT,CRITICAL,OFF,2.95,60.42,SMS alert triggered

2026-04-24T10:40:48.431047,LOCKOUT_ACTIVE,CRITICAL,OFF,2.96,65.74,Lockout active; manual reset required

2026-04-24T10:40:48.431173,ANOMALY_DETECTED,CRITICAL,?,2.96,65.74,Rate-of-change spike detected

2026-04-24T10:40:48.733797,LOCKOUT_ACTIVE,CRITICAL,OFF,2.96,69.04,Lockout active; manual reset required

2026-04-24T10:40:48.733924,ANOMALY_DETECTED,CRITICAL,?,2.96,69.04,Rate-of-change spike detected

2026-04-24T10:40:49.036159,LOCKOUT_ACTIVE,CRITICAL,OFF,2.96,69.11,Lockout active; manual reset required

2026-04-24T10:40:49.036340,ANOMALY_DETECTED,CRITICAL,?,2.96,69.11,Rate-of-change spike detected

2026-04-24T10:40:49.340411,LOCKOUT_ACTIVE,CRITICAL,OFF,2.97,69.22,Lockout active; manual reset required

2026-04-24T10:40:49.340629,ANOMALY_DETECTED,CRITICAL,?,2.97,69.22,Rate-of-change spike detected

2026-04-24T10:40:49.643386,LOCKOUT_ACTIVE,CRITICAL,OFF,2.97,69.31,Lockout active; manual reset required

2026-04-24T10:40:50.335836,LOCKOUT_ACTIVE,CRITICAL,OFF,2.96,69.10,Lockout active; manual reset required

